Code,Country,Year,Health_Spending,Life_Expectancy,GDP_per_Capita
ISL,Iceland,2005,3280.772,81.5,37327.017041
ISL,Iceland,2021,5555.6,83.2,63837.747672
ISL,Iceland,2016,3960.525,82.2,54477.409445
ISL,Iceland,2022,5956.201,82.1,75834.45923
ISL,Iceland,2019,4634.168,83.2,62031.408105
ISL,Iceland,2018,4265.887,82.9,58342.550131
ISL,Iceland,2017,4142.601,82.6,56644.702476
ISL,Iceland,2020,5010.061,83.1,57404.387074
ISL,Iceland,2015,3762.726,82.5,50158.551566
ISL,Iceland,2010,3264.577,81.9,40190.616916
ISL,Iceland,2013,3519.875,82.1,45243.083978
ISL,Iceland,2012,3419.661,83.0,42834.653262
ISL,Iceland,2014,3626.542,82.9,46853.651381
ISL,Iceland,2011,3333.476,82.4,41790.188772
ISL,Iceland,2001,2751.853,80.7,31881.870958
ISL,Iceland,1999,2575.561,79.4,29555.517247
ISL,Iceland,1998,2334.693,79.7,28725.839519
ISL,Iceland,1997,2018.885,78.9,26890.724729
IRL,Ireland,2011,4182.243,80.9,45541.043393
IRL,Ireland,1970,115.82,71.2,2456.932734
IRL,Ireland,1982,516.589,72.9,7923.606048
IRL,Ireland,1981,491.57,72.9,7374.354655
IRL,Ireland,1980,475.434,72.9,6600.610844
IRL,Ireland,1979,394.969,72.3,5930.466084
IRL,Ireland,1978,342.604,71.5,5399.43955
IRL,Ireland,2005,3093.376,79.0,40465.316509
IRL,Ireland,2004,2804.658,78.6,38762.309284
IRL,Ireland,2003,2578.537,78.2,36280.710137
IRL,Ireland,2002,2418.861,77.7,35222.81925
IRL,Ireland,2001,2134.97,77.2,32597.558232
IRL,Ireland,2000,1830.204,76.6,30216.784756
IRL,Ireland,1999,1498.298,76.1,27041.428204
IRL,Ireland,1998,1395.776,76.2,25082.321119
IRL,Ireland,1997,1288.342,76.0,22693.047545
IRL,Ireland,1996,1185.596,75.8,20538.369433
IRL,Ireland,1995,1130.376,75.5,18971.190467
DEU,Germany,2016,5645.59,81.0,50579.483717
DEU,Germany,1987,1480.096,75.2,15704.513931
DEU,Germany,1986,1386.51,74.8,15119.073364
DEU,Germany,1998,2558.661,77.8,25531.976867
DEU,Germany,1996,2475.001,77.0,24202.732526
DEU,Germany,1997,2489.708,77.4,24726.314885
DEU,Germany,1999,2689.049,78.0,26510.228697
DEU,Germany,2009,4140.948,80.3,37463.971063
DEU,Germany,2011,4547.394,80.6,42541.513126
DEU,Germany,2010,4404.906,80.5,39670.167839
DEU,Germany,2008,3936.122,80.2,38432.448211
DEU,Germany,2015,5275.52,80.7,47609.557159
DEU,Germany,2018,6247.099,81.0,55195.722049
DEU,Germany,1993,1960.477,76.2,21916.445785
DEU,Germany,2012,4724.81,80.7,43359.541048
DEU,Germany,2014,5132.263,81.2,47011.280402
DEU,Germany,1985,1298.555,74.6,14493.288589
DEU,Germany,1984,1196.561,74.5,13697.992055
DEU,Germany,1983,1104.594,74.0,12812.614341
DEU,Germany,1982,1044.528,73.7,12105.808366
DEU,Germany,1981,1014.713,73.4,11434.479952
DEU,Germany,1980,908.166,73.1,10406.325838
DEU,Germany,1979,800.703,73.0,9435.578106
DEU,Germany,1978,729.457,72.6,8367.879364
DEU,Germany,1977,647.352,72.6,7581.583454
DEU,Germany,1976,591.098,72.0,6893.475458
DEU,Germany,1975,532.481,71.5,6197.116581
ISR,Israel,1996,1255.335,78.1,21678.451927
ISR,Israel,1995,1163.547,77.4,20617.693952
ISR,Israel,2007,1847.801,80.7,28119.077671
ISR,Israel,2006,1738.392,80.7,26265.533373
ISR,Israel,2023,3839.515,83.8,53823.846827
ISR,Israel,2021,3476.472,82.6,46530.982256
ISR,Israel,2022,3702.739,82.8,52436.834868
ISR,Israel,2009,1904.056,81.5,28110.543406
ISR,Israel,2010,1972.052,81.7,29466.538564
ISR,Israel,2011,2081.778,81.8,31324.88834
ISR,Israel,2012,2223.345,81.8,32497.34519
ISR,Israel,2014,2237.584,82.2,34831.920489
ISR,Israel,2015,2310.568,82.2,35883.702107
ISR,Israel,2016,2524.083,82.5,38201.031108
ISR,Israel,2008,1839.047,81.1,27922.361903
ISR,Israel,2013,2238.455,82.1,34841.272107
ISR,Israel,2005,1756.34,80.3,25572.710932
ISR,Israel,2004,1708.267,80.3,25986.946571
ISR,Israel,2003,1635.888,79.8,24614.91564
ISR,Israel,2002,1691.502,79.6,26020.08828
ISR,Israel,2001,1653.134,79.3,25739.759935
ITA,Italy,2005,2495.609,80.9,30028.488979
ITA,Italy,2014,3073.315,83.2,36475.976061
ITA,Italy,2013,3060.035,82.9,36267.925352
ITA,Italy,2011,3064.841,82.4,36203.328522
ITA,Italy,2010,3076.613,82.2,34833.890613
ITA,Italy,2020,4027.251,82.3,44202.198439
ITA,Italy,2018,3513.294,83.4,43427.663143
ITA,Italy,2017,3426.725,83.1,41951.466331
ITA,Italy,2016,3317.723,83.4,40267.222623
ITA,Italy,2015,3126.463,82.7,37206.331822
ITA,Italy,2009,2914.971,81.8,34334.56418
ITA,Italy,2008,2913.415,81.7,35292.601856
ITA,Italy,1995,1464.656,78.3,22379.655603
ITA,Italy,2012,3059.487,82.4,36091.373957
ITA,Italy,2004,2444.841,80.9,29482.524184
ITA,Italy,2003,2285.683,80.1,29154.803806
ITA,Italy,2002,2291.476,80.4,28721.076279
ITA,Italy,2001,2152.233,80.3,28039.208724
ITA,Italy,2000,2030.993,79.9,27075.863336
ITA,Italy,1999,1802.03,79.6,25602.386484
ITA,Italy,1998,1736.847,79.1,25020.924661
ITA,Italy,1997,1651.604,79.0,23871.414648
ITA,Italy,1996,1528.743,78.7,23050.902758
ITA,Italy,1994,1412.853,78.0,21305.312121
ITA,Italy,1993,1398.104,77.8,20424.78142
ITA,Italy,1992,1403.469,77.5,20135.763367
ITA,Italy,1991,1387.316,77.1,19531.65369
ITA,Italy,1990,1273.88,77.1,18624.963931
ITA,Italy,1989,1122.421,77.0,17618.086665
ITA,Italy,1988,1052.666,76.5,16410.137442
ITA,Italy,2007,2681.162,81.6,33964.204569
ITA,Italy,2006,2649.653,81.4,32311.18119
ITA,Italy,2019,3798.028,83.6,46470.021898
ITA,Italy,2023,4847.444,83.5,58523.499128
ITA,Italy,2022,4744.19,82.8,55838.853439
JPN,Japan,1972,185.39,73.2,4069.992935
JPN,Japan,1999,1667.922,80.5,25744.916581
JPN,Japan,2002,2065.133,81.8,28633.69892
JPN,Japan,1996,1436.372,80.3,25009.682085
JPN,Japan,2011,3740.756,82.7,36215.006272
JPN,Japan,1992,1253.415,79.2,21800.918468
JPN,Japan,1991,1166.43,79.1,21204.240996
HUN,Hungary,2009,1492.68,74.4,20722.065418
HUN,Hungary,2006,1510.771,73.5,18383.632192
HUN,Hungary,2020,2615.41,75.5,35029.913273
HUN,Hungary,2021,2949.774,74.1,38647.99798
HUN,Hungary,2018,2121.786,76.2,31908.863431
HUN,Hungary,2019,2245.498,76.5,35152.603797
HUN,Hungary,2011,1755.527,75.1,23029.447178
HUN,Hungary,2010,1666.36,74.7,21738.896646
HUN,Hungary,2013,1825.334,75.8,24547.980456
HUN,Hungary,2012,1766.535,75.3,23267.448393
HUN,Hungary,1999,823.236,71.1,10873.247873
HUN,Hungary,2002,1167.234,72.6,14526.388251
HUN,Hungary,2004,1381.396,73.0,16269.308789
HUN,Hungary,2001,996.316,72.5,13211.827015
HUN,Hungary,1997,698.271,71.1,9823.025803
HUN,Hungary,1996,692.801,70.6,9349.01371
HUN,Hungary,1995,685.441,70.0,9186.03762
HUN,Hungary,1994,727.653,69.6,8924.041165
HUN,Hungary,1993,647.757,69.2,8460.116362
HUN,Hungary,1992,627.197,69.2,8287.959473
ISL,Iceland,1995,1810.482,78.0,23944.561768
ISL,Iceland,1971,221.822,73.5,4534.360017
ISL,Iceland,1970,165.994,73.8,3854.206737
ISL,Iceland,2000,2659.536,79.7,29783.403528
ISL,Iceland,1980,721.729,76.8,12432.45667
ISL,Iceland,2023,6134.183,82.4,80449.134957
ISL,Iceland,1978,557.833,76.6,9689.355322
ISL,Iceland,1977,451.831,76.3,8606.745214
ISL,Iceland,1976,381.247,76.9,7503.494293
JPN,Japan,1980,535.016,76.1,8973.783444
JPN,Japan,1979,452.931,76.2,8068.34118
JPN,Japan,1978,392.577,75.7,7121.897178
JPN,Japan,1977,340.628,75.3,6378.376732
JPN,Japan,1976,303.725,74.8,5809.31007
JPN,Japan,1975,284.269,74.3,5355.131154
JPN,Japan,1974,242.018,73.7,4812.870739
KOR,Korea,2018,3090.994,82.7,43044.340145
KOR,Korea,2003,1016.867,77.3,22096.023078
KOR,Korea,2001,839.324,76.5,19724.494236
KOR,Korea,1983,136.872,67.7,3651.020351
KOR,Korea,1982,120.411,67.2,3144.913567
KOR,Korea,2005,1186.364,78.2,25186.638103
KOR,Korea,2006,1330.036,78.8,26884.429402
KOR,Korea,2002,860.521,76.8,21396.719189
KOR,Korea,2007,1449.15,79.2,29064.701966
KOR,Korea,1997,588.221,74.7,15721.561966
KOR,Korea,1998,577.159,75.1,14974.498788
KOR,Korea,2000,717.245,76.0,18538.879306
KOR,Korea,1999,658.124,75.5,16807.013023
KOR,Korea,2004,1081.713,77.8,23773.590825
KOR,Korea,2017,2832.054,82.7,40957.347064
KOR,Korea,2016,2689.795,82.4,39575.302078
KOR,Korea,2015,2539.131,82.1,37902.361018
KOR,Korea,2014,2255.9,81.8,35324.260296
KOR,Korea,2013,2163.514,81.4,34244.239492
KOR,Korea,2012,2101.789,80.9,33557.030447
KOR,Korea,2011,2014.281,80.6,32546.517725
KOR,Korea,2010,1917.291,80.2,31736.700156
KOR,Korea,2009,1724.169,80.0,29508.282758
KOR,Korea,2008,1575.668,79.6,29945.899216
KOR,Korea,1981,107.646,66.7,2776.532293
KOR,Korea,1980,91.682,66.1,2402.301405
KOR,Korea,1979,80.181,65.6,2275.356423
KOR,Korea,1978,53.277,65.3,1962.941483
KOR,Korea,1977,41.939,65.0,1678.187382
KOR,Korea,1976,38.098,64.6,1428.597512
KOR,Korea,1975,31.791,64.2,1215.208903
KOR,Korea,1974,19.182,63.9,1048.844987
KOR,Korea,1973,19.189,63.5,893.852097
KOR,Korea,1972,18.674,63.1,750.698124
KOR,Korea,1971,18.491,62.7,683.866885
KOR,Korea,1970,19.399,62.3,600.506995
KOR,Korea,1984,148.402,68.3,4130.54515
KOR,Korea,1996,571.344,74.2,14693.993279
KOR,Korea,1995,503.865,73.8,13502.580041
KOR,Korea,1994,453.031,73.5,12187.129391
KOR,Korea,1993,439.214,73.1,11030.619105
KOR,Korea,1992,415.599,72.6,10184.846816
KOR,Korea,1991,375.715,72.2,9474.577826
KOR,Korea,1990,354.087,71.7,8355.387935
KOR,Korea,1989,314.949,71.2,7402.41363
KOR,Korea,1988,249.519,70.7,6718.788433
KOR,Korea,1987,206.317,70.1,5852.103004
KOR,Korea,1986,183.191,69.5,5116.42119
KOR,Korea,1985,165.381,68.9,4550.154481
KOR,Korea,2023,4586.306,83.5,54057.852572
KOR,Korea,2022,4634.324,82.7,51666.493048
KOR,Korea,2021,4106.425,83.6,48594.466222
KOR,Korea,2020,3618.078,83.5,45142.971574
IRL,Ireland,1994,1040.728,75.8,17020.962241
IRL,Ireland,1993,992.656,75.3,15810.992744
IRL,Ireland,1992,919.315,75.4,15120.312255
IRL,Ireland,1991,839.614,75.0,14422.805245
IRL,Ireland,1990,751.948,74.8,13764.984298
IRL,Ireland,1989,700.968,74.4,12218.688643
IRL,Ireland,1988,663.872,74.4,11045.632776
IRL,Ireland,1987,639.442,74.3,10105.880186
IRL,Ireland,1986,620.25,73.5,9425.285974
IRL,Ireland,1985,606.5,73.4,9281.582413
IRL,Ireland,2015,4310.178,81.5,71682.507493
IRL,Ireland,2016,4566.043,81.7,73170.443428
IRL,Ireland,2014,4180.858,81.4,52700.50438
IRL,Ireland,2019,5230.931,82.8,92189.16372
IRL,Ireland,2018,4875.098,82.2,86433.669121
IRL,Ireland,2017,4690.687,82.2,80556.528122
IRL,Ireland,2013,4273.223,81.0,48878.658632
IRL,Ireland,2012,4329.91,80.9,46747.472241
IRL,Ireland,2010,4051.348,80.8,43220.667555
IRL,Ireland,2009,3855.348,80.2,41435.299142
IRL,Ireland,2008,3643.273,80.2,44105.364476
IRL,Ireland,2022,6747.766,82.6,135774.001346
IRL,Ireland,2023,7026.914,82.9,128156.550235
IRL,Ireland,2020,5618.802,82.5,97903.15138
IRL,Ireland,2021,6220.762,82.3,116741.566812
IRL,Ireland,2007,3384.366,79.7,46770.887653
ISR,Israel,1999,1369.363,78.5,23371.650934
ISR,Israel,2019,2811.711,82.9,41369.124524
ISR,Israel,2018,2748.975,82.9,40206.230285
ISR,Israel,2020,3015.382,82.7,41200.818884
ISR,Israel,2017,2626.181,82.7,39487.866564
ISR,Israel,1998,1382.533,78.2,22887.578459
ISR,Israel,1997,1341.212,78.1,22295.52002
LTU,Lithuania,2015,1913.498,74.6,28834.530719
LTU,Lithuania,2014,1778.714,74.7,28184.257058
LTU,Lithuania,2013,1660.574,74.1,26721.689141
LTU,Lithuania,2012,1567.287,74.1,24703.736254
LUX,Luxembourg,2000,3412.123,78.0,55039.130566
LUX,Luxembourg,1998,2428.494,77.3,44215.62186
LUX,Luxembourg,1997,2270.068,77.1,42437.284334
LUX,Luxembourg,1996,2217.413,76.8,39684.746502
LUX,Luxembourg,1995,2097.431,76.8,38236.77958
LUX,Luxembourg,1977,384.368,72.1,9536.364839
LUX,Luxembourg,1976,341.852,70.7,8856.883993
LUX,Luxembourg,1992,1664.613,75.3,34065.281096
LUX,Luxembourg,1991,1549.787,75.7,33158.898449
LUX,Luxembourg,1990,1475.529,75.7,29924.242714
LUX,Luxembourg,1989,1321.681,74.9,27699.382449
LUX,Luxembourg,1988,1184.004,75.0,24516.098003
LUX,Luxembourg,1994,1857.406,76.7,37443.850032
LUX,Luxembourg,1999,2827.654,78.0,49744.96918
LUX,Luxembourg,1993,1812.452,76.0,35826.341367
LUX,Luxembourg,2023,7173.206,83.4,143526.891436
LUX,Luxembourg,2022,6853.95,83.0,145971.048143
LUX,Luxembourg,2021,6432.133,82.7,137716.445738
LUX,Luxembourg,2020,5858.675,82.2,121973.632744
LUX,Luxembourg,2019,5620.701,82.7,121105.786488
LUX,Luxembourg,2018,5292.055,82.3,116334.915826
LUX,Luxembourg,2017,4989.031,82.1,114862.528755
LUX,Luxembourg,2016,4876.34,82.7,112955.470175
LUX,Luxembourg,2015,4693.501,82.4,107898.304236
LUX,Luxembourg,2014,4707.036,82.3,104917.945675
LUX,Luxembourg,2013,4636.665,81.9,100561.366405
LUX,Luxembourg,2010,5625.6,80.8,90241.979678
LUX,Luxembourg,1987,1017.622,74.3,22021.458869
LUX,Luxembourg,1986,883.639,74.7,20807.970474
LUX,Luxembourg,1985,798.802,73.8,18631.609479
LUX,Luxembourg,1984,751.961,73.3,17598.75893
LUX,Luxembourg,1983,709.421,73.5,16009.39854
LUX,Luxembourg,1982,682.305,72.7,14962.9393
LUX,Luxembourg,1981,654.546,72.6,13942.265536
LUX,Luxembourg,1980,597.856,72.8,12842.776586
LUX,Luxembourg,1979,524.115,72.7,11725.618558
LUX,Luxembourg,1978,458.084,72.0,10605.471697
LUX,Luxembourg,2005,4881.401,79.6,68707.781706
LUX,Luxembourg,2004,4775.737,79.2,64635.568387
LUX,Luxembourg,2003,4411.099,77.9,60115.731925
LUX,Luxembourg,2002,4248.808,78.1,58513.393595
LUX,Luxembourg,2001,3715.496,78.0,56098.981677
LUX,Luxembourg,2006,5151.767,79.4,78829.9705
LUX,Luxembourg,2007,5086.769,79.5,85004.027776
LUX,Luxembourg,2008,5431.112,80.7,90863.784075
LUX,Luxembourg,2009,5710.49,80.8,86797.43242
LUX,Luxembourg,2012,4424.503,81.5,96535.745828
MEX,Mexico,2009,899.081,74.9,15078.259435
MEX,Mexico,2011,903.579,74.8,17200.937656
MEX,Mexico,2012,964.176,74.9,18287.362646
MEX,Mexico,2013,992.983,75.2,18481.030637
JPN,Japan,1990,1088.959,78.9,19891.091581
JPN,Japan,1989,1021.247,78.8,18348.322287
JPN,Japan,1988,969.251,78.4,16890.327305
JPN,Japan,1987,916.703,78.5,15359.194724
JPN,Japan,2000,1847.786,81.2,27289.851934
JPN,Japan,2001,1945.556,81.5,27946.083138
JPN,Japan,1997,1529.586,80.5,25629.420659
JPN,Japan,1998,1571.107,80.6,25520.196541
JPN,Japan,1971,163.854,72.9,3647.705468
JPN,Japan,1970,150.437,72.0,3348.832992
JPN,Japan,2020,4856.295,84.6,42625.001229
JPN,Japan,2014,4328.364,83.7,39559.763471
JPN,Japan,2018,4543.305,84.3,42264.585123
JPN,Japan,2016,4292.171,84.1,40642.704531
JPN,Japan,2019,4659.58,84.4,42835.817421
JPN,Japan,2017,4405.469,84.2,41531.221619
JPN,Japan,2015,4516.862,83.9,40908.781547
JPN,Japan,2022,5983.706,84.1,47185.509153
JPN,Japan,2021,5437.676,84.5,44613.088167
JPN,Japan,1984,745.981,77.4,12730.496373
JPN,Japan,1983,714.857,77.0,11843.838707
JPN,Japan,1995,1413.445,79.6,23865.913636
JPN,Japan,1986,859.855,78.1,14390.877358
JPN,Japan,1985,818.382,77.6,13725.849243
JPN,Japan,2012,3970.765,83.2,37628.675989
JPN,Japan,2010,3169.19,82.9,35342.824721
JPN,Japan,2009,2971.377,83.0,33550.689549
JPN,Japan,2013,4308.252,83.4,39436.682585
JPN,Japan,1994,1420.271,79.8,22834.751706
JPN,Japan,1993,1332.213,79.4,22149.219699
JPN,Japan,2023,5619.357,84.1,50273.086031
JPN,Japan,2005,2471.186,82.0,32174.400107
JPN,Japan,2008,2799.198,82.7,35278.749846
JPN,Japan,2004,2303.68,82.1,30837.175423
JPN,Japan,2003,2194.437,81.8,29411.592882
JPN,Japan,2007,2689.916,82.6,35021.732224
JPN,Japan,2006,2561.219,82.4,33638.841255
JPN,Japan,1982,664.777,76.9,11073.018179
JPN,Japan,1981,603.965,76.5,10168.273248
NLD,Netherlands,1986,1035.374,76.4,15014.332743
NLD,Netherlands,1985,977.333,76.5,14396.942623
NLD,Netherlands,1984,941.119,76.4,13665.892937
NLD,Netherlands,1983,906.872,76.3,12847.186533
NLD,Netherlands,1982,865.76,76.1,12159.630614
NLD,Netherlands,1981,808.131,76.0,11648.872527
NLD,Netherlands,1980,750.543,75.9,10801.023288
NLD,Netherlands,1979,674.232,75.7,9672.214831
NLD,Netherlands,1978,605.05,75.3,8813.890272
NLD,Netherlands,1977,541.403,75.3,8095.32286
NLD,Netherlands,2016,5095.836,81.7,53163.284899
NLD,Netherlands,2015,4928.351,81.6,50956.451344
NLD,Netherlands,2014,4934.568,81.8,49751.324397
NLD,Netherlands,2013,4923.912,81.4,49623.330638
NLD,Netherlands,2012,4782.333,81.2,47653.204285
NLD,Netherlands,2011,4567.378,81.3,47004.345499
NLD,Netherlands,2010,4474.935,81.0,45307.392096
NLD,Netherlands,2009,4433.866,80.9,44936.820525
NLD,Netherlands,2008,4378.362,80.5,46713.179
NLD,Netherlands,2007,4077.055,80.4,44204.210589
NLD,Netherlands,2006,3828.072,80.0,41217.122575
NLD,Netherlands,2005,3583.435,79.6,37778.175906
NLD,Netherlands,2004,3494.551,79.3,35965.047578
NLD,Netherlands,2003,3308.526,78.7,34291.404536
NLD,Netherlands,2002,3296.97,78.5,34568.306846
NZL,New Zealand,2004,2077.647,79.6,25012.074619
NZL,New Zealand,1971,226.429,71.6,4297.42717
NZL,New Zealand,1970,214.543,71.5,3917.078122
NZL,New Zealand,2008,2689.369,80.5,29748.931565
NZL,New Zealand,1981,561.338,73.4,9425.466004
NZL,New Zealand,1980,498.706,73.2,8431.853418
NZL,New Zealand,1979,506.463,72.9,7652.019286
NZL,New Zealand,1978,502.098,72.7,7233.591476
NZL,New Zealand,1977,435.0,72.5,6457.302545
NZL,New Zealand,1976,404.668,72.3,6530.980098
NZL,New Zealand,1975,403.328,72.1,6280.538487
NZL,New Zealand,1974,355.045,72.0,5668.475986
NZL,New Zealand,1973,295.905,71.8,5072.557358
NZL,New Zealand,1972,251.605,71.7,4708.029923
NZL,New Zealand,2003,1918.199,79.3,23882.068697
NZL,New Zealand,2002,1920.964,79.0,23180.407929
NZL,New Zealand,2001,1800.589,78.7,22411.304931
NZL,New Zealand,2000,1659.53,78.4,21457.976639
NZL,New Zealand,1999,1565.445,78.1,20537.414244
NZL,New Zealand,1998,1497.907,77.7,19285.784217
NZL,New Zealand,1997,1418.517,77.4,19072.644737
NZL,New Zealand,1996,1340.533,77.1,18366.342815
NZL,New Zealand,1995,1305.409,76.8,17801.809383
NZL,New Zealand,1994,1245.027,76.6,16994.063343
NZL,New Zealand,1993,1169.664,76.3,15884.744283
NZL,New Zealand,1992,1121.214,76.1,14888.03902
LVA,Latvia,2008,1118.345,72.1,19569.632654
LVA,Latvia,2023,2704.879,75.6,42505.797424
LVA,Latvia,2020,2403.416,75.5,33725.719139
LVA,Latvia,2021,3095.954,73.1,36806.727806
LVA,Latvia,2022,2864.41,74.5,40957.405748
LVA,Latvia,2007,1084.868,70.8,18234.861514
LVA,Latvia,2006,938.365,70.6,15857.14421
LVA,Latvia,2005,839.726,70.6,13914.155078
LVA,Latvia,2004,796.356,70.9,12279.669692
LVA,Latvia,2002,630.846,70.2,10080.307516
LVA,Latvia,2003,637.543,70.6,11060.972454
LVA,Latvia,2019,2158.118,75.7,33305.565284
LVA,Latvia,2018,1860.969,75.1,30891.884185
LVA,Latvia,2017,1676.419,74.9,28689.652285
LVA,Latvia,2016,1613.809,74.9,26724.538476
LVA,Latvia,2015,1405.018,74.8,24975.537824
LVA,Latvia,2014,1286.479,74.5,23810.006761
LVA,Latvia,2013,1229.689,74.3,22637.271353
LVA,Latvia,2012,1156.188,74.1,21297.511497
LVA,Latvia,2011,1077.553,73.9,19256.737771
LVA,Latvia,2010,1076.272,73.1,17706.162714
LTU,Lithuania,2004,789.352,72.0,13030.822761
LTU,Lithuania,2022,3242.116,75.8,50997.269123
LTU,Lithuania,2023,3331.201,77.6,51877.045564
LTU,Lithuania,2021,3146.108,74.2,46285.420514
LTU,Lithuania,2000,574.37,72.1,8447.022796
LTU,Lithuania,2001,606.419,71.6,9438.825785
LTU,Lithuania,2002,711.866,71.8,10480.705313
LTU,Lithuania,2003,816.446,72.0,12068.389358
LTU,Lithuania,2011,1484.747,73.7,22884.869629
LTU,Lithuania,2010,1371.84,73.3,20093.342315
LTU,Lithuania,2009,1323.247,72.9,18116.234648
LTU,Lithuania,2008,1347.207,71.7,20721.126279
LTU,Lithuania,2007,1159.109,70.7,19098.853753
LTU,Lithuania,2005,885.719,71.2,14510.717941
LTU,Lithuania,2020,3092.326,75.2,41168.17905
LTU,Lithuania,2019,2852.444,76.5,40577.84764
LTU,Lithuania,2018,2381.798,76.0,36376.535744
LTU,Lithuania,2017,2219.792,75.8,33761.985372
LTU,Lithuania,2016,2091.17,74.9,30925.256205
NOR,Norway,2020,7220.869,83.3,67116.532811
NOR,Norway,2019,6907.682,83.0,70938.225099
NOR,Norway,2018,6495.078,82.8,70252.735449
NOR,Norway,2017,6234.379,82.7,64589.163172
NOR,Norway,2016,5902.381,82.5,59263.430471
NOR,Norway,2015,5726.909,82.4,60721.583813
NOR,Norway,2014,5707.159,82.2,66335.459647
NOR,Norway,2013,5485.874,81.8,67372.928181
NOR,Norway,2012,5209.577,81.5,65768.753269
NOR,Norway,2011,4965.184,81.4,62461.20278
NOR,Norway,2010,4777.569,81.2,58222.617563
NOR,Norway,2009,4675.969,81.0,55615.474922
NOR,Norway,1985,908.39,76.0,14848.622942
NOR,Norway,1984,839.426,76.3,13678.98576
NOR,Norway,1983,811.314,76.2,12485.388632
NOR,Norway,1982,736.618,76.1,11592.192828
NOR,Norway,1981,677.345,76.0,10931.887735
NOR,Norway,1980,608.084,75.8,9863.477762
NOR,Norway,1979,525.45,75.6,8679.05743
NOR,Norway,1978,503.16,75.7,7704.902317
NOR,Norway,1977,421.916,75.6,6957.832493
NOR,Norway,1976,368.952,75.2,6315.689972
NOR,Norway,1975,327.659,75.0,5683.532761
NOR,Norway,1974,273.131,75.0,4983.640063
NOR,Norway,1973,237.409,74.6,4426.297348
NOR,Norway,1972,208.125,74.5,4042.953194
NOR,Norway,1971,179.475,74.4,3707.579689
NOR,Norway,1970,154.211,74.3,3362.508846
NOR,Norway,1987,1037.501,76.2,16299.401672
POL,Poland,1996,454.786,72.3,8347.667846
POL,Poland,2015,1819.343,77.5,26495.814917
POL,Poland,2013,1670.783,77.1,24028.186721
POL,Poland,2010,1423.537,76.4,20630.054357
POL,Poland,2014,1687.056,77.8,25005.655694
POL,Poland,1995,397.7,72.0,7744.299519
POL,Poland,1994,370.262,71.8,7096.376235
POL,Poland,1993,349.439,71.5,6604.100375
POL,Poland,1992,324.852,71.0,6226.530282
POL,Poland,1991,302.405,70.4,5948.417006
POL,Poland,1990,302.641,70.7,6200.648474
POL,Poland,2002,774.069,74.5,11803.761357
POL,Poland,2011,1496.615,76.8,22386.227115
POL,Poland,2012,1578.599,76.9,23300.922905
POL,Poland,2019,2391.57,78.0,35099.141034
POL,Poland,2020,2510.275,76.4,35891.205663
POL,Poland,2017,2062.735,77.8,29609.446369
POL,Poland,2016,1959.094,78.0,27830.927735
MEX,Mexico,2010,868.647,74.3,15815.914637
MEX,Mexico,2000,512.305,74.7,11440.999808
MEX,Mexico,1999,473.462,74.0,10743.956108
MEX,Mexico,2001,567.533,75.0,11506.197624
MEX,Mexico,2002,596.533,75.1,11549.279733
MEX,Mexico,2007,868.046,75.4,14892.041108
MEX,Mexico,2006,832.38,75.5,14385.695598
MEX,Mexico,2005,766.507,75.2,13093.88834
MEX,Mexico,2004,753.483,75.4,12471.701067
MEX,Mexico,2003,700.513,75.1,11865.500871
MEX,Mexico,2008,892.837,75.2,15549.541432
MEX,Mexico,2014,980.466,75.1,19153.918492
MEX,Mexico,2022,1393.964,75.2,23659.102285
MEX,Mexico,2020,1203.081,68.9,19413.764309
MEX,Mexico,2021,1271.943,68.8,20981.216126
MEX,Mexico,2015,1054.171,75.1,19395.333177
MEX,Mexico,2016,1095.026,74.8,20410.424898
MEX,Mexico,2017,1093.166,74.8,20756.351176
MEX,Mexico,2019,1129.679,74.8,21116.853566
MEX,Mexico,2018,1116.229,74.9,21131.36548
MEX,Mexico,2023,1493.799,75.3,25430.887435
NLD,Netherlands,2000,2648.058,78.2,31886.863539
NLD,Netherlands,2020,6515.942,81.4,62594.830591
NLD,Netherlands,2017,5253.774,81.8,56038.531947
NLD,Netherlands,2018,5482.27,81.9,58818.011031
NLD,Netherlands,2019,5908.388,82.2,62344.802006
NLD,Netherlands,1976,492.034,74.7,7523.145463
NLD,Netherlands,1975,452.813,74.6,6861.211289
NLD,Netherlands,1974,398.598,74.6,6326.027967
NLD,Netherlands,1973,341.89,74.2,5610.341707
NLD,Netherlands,1972,308.692,73.8,5068.775687
NLD,Netherlands,1998,2216.904,78.1,27747.365923
NLD,Netherlands,2023,7614.783,81.9,80752.088464
NLD,Netherlands,2022,7516.459,81.7,77284.537382
NLD,Netherlands,2021,7316.709,81.4,69323.505265
NLD,Netherlands,1999,2372.03,78.0,29316.413114
NLD,Netherlands,1997,1883.211,78.0,26054.932171
NLD,Netherlands,1996,1821.948,77.6,24555.749019
NLD,Netherlands,1995,1748.458,77.6,23464.761638
NLD,Netherlands,1994,1689.832,77.6,22402.333884
NLD,Netherlands,1993,1649.248,77.1,21429.934663
NLD,Netherlands,1992,1587.79,77.4,20820.804419
NLD,Netherlands,1991,1500.594,77.2,20166.841255
NLD,Netherlands,1990,1399.83,77.1,19196.852948
NLD,Netherlands,1989,1269.381,76.9,17882.039294
NLD,Netherlands,1988,1146.246,77.1,16575.048679
